施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,緯度,経度
"医療法人子安会
なかにし産婦人科クリニック",569-0823,大阪府高槻市芝生町3丁目21番10号,072-679-1010,https://nakanishi-obgyn-cl.com,有,"月火水金9:00～12:00、18:00～20:00
土9:00～12:00",有,大阪府,高槻市,34.828083,135.6073
医療法人jMOG 田辺レディースクリニック,569-1116,"大阪府高槻市白梅町4番13号
ジオ高槻ミューズEX4F",072-668-4651,https://www.tanabe-clinic.jp,有,"月火水金9:00～12:30、16:00～18:00
土9:00～12:30",有,大阪府,高槻市,34.853638,135.618942
医療法人明峰会 東山産婦人科・小児科,569-0036,大阪府高槻市辻子3丁目10番3号,072-672-5335,,有,24時間対応可,有,大阪府,高槻市,34.829464,135.630417
"医療法人NEW WAVES
堤レディースクリニック",569-0071,"大阪府高槻市城北町2丁目4番5号
Hisako.BLD2F",072-662-0223,https://tsutsumi-lc.com,有,"月9:00～12:00、16:00～20:00 火9:00～12:00、
水金9:00～12:00、17:00～20:00
木9:00～12:00、15:00～19:00
土9:00～12:00、（第2、第4土のみ13:00～16:00、第5土は休診）",有,大阪府,高槻市,34.849575,135.623611
渡辺婦人科,569-0085,大阪府高槻市南松原町2番1号,072-675-5359,https://www.watanabe-fujinka.com/,有,"月火水金9:00～12:00、17:00～19:00
土9:00～12:00",有,大阪府,高槻市,34.849098,135.626648
米田産婦人科,560-0032,大阪府豊中市蛍池東町2-3-2,06-6857-1251,https://itp.ne.jp/info/278642813300000899/,有,"月・水・金・土9：30～11：45
火9：30～11：15
月・金17：30～19：15",有,大阪府,豊中市,34.796535,135.448746
医療法人 廣仁会 直原ウィメンズクリニック,560-0084,大阪府豊中市新千里南町2-11-1,06-6871-0314,https://www.jikihara.net,有,"月火水木金土9：00～12：00
月火水金17：00～19：00",有,大阪府,豊中市,34.7981,135.49205
しらいレディースクリニック,561-0862,"大阪府豊中市西泉丘3-1-25
八重洲西泉丘ビル2F",06-6868-0461,https://www.shirai-ladies-clinic.com,有,"月-木9：00～12：00、16：00～19：00
金・土9：00～12：00",有,大阪府,豊中市,34.782669,135.489136
医療法人 愛慈会 田中医院,561-0881,"大阪府豊中市中桜塚2‐2‐2
愛慈会ビル2F",06-6850-0088,,有,"月・火・水・金・土9：00～12：30
月・火・金16：00～19：00",有,大阪府,豊中市,34.780151,135.467438
医療法人 槙野クリニック,560-0024,大阪府豊中市末広町1-7-2,06-6843-8031,http://www.makino-c.jp/,有,"月-土9：00～12：15
火13：00～16：00
月・水・金17：30～20：00（受付は19：30まで）",有,大阪府,豊中市,34.785748,135.459381
momウィメンズクリニックおおさこ,560-0002,"大阪府豊中市緑丘4-1-2
イオンタウン豊中緑丘2F",06-4865-7007,https://www.momclinic.net/,有,"月・土9：30～12：00
火・木・金9：30～17：00",有,大阪府,豊中市,34.812378,135.478683
水野産婦人科医院,560-0024,大阪府豊中市末広町1-3-5,06-6852-3853,https://www.mizuno-cl.com,有,"月-金9：15～13：15
土9：15～12：00
月・火・水・金18：00～20：00",有,大阪府,豊中市,34.785507,135.462158
むそうレディースクリニック,560-0026,大阪府豊中市玉井町2-2-18,06-6845-8630,https://www.ddmap.jp/0668458630,有,"月・火・木・金・土9：00～12：00
月・火・木・金17：00～19：00",有,大阪府,豊中市,34.788109,135.458344
吉村レディースクリニック,560-0022,大阪府豊中市北桜塚3-1-33,06-6850-8162,https://yoshimuraladiesclinic.everyday.jp/,有,"月・火・木・金・土10：00-12：30,
月・火・木・金17：00-19：30",有,大阪府,豊中市,34.783318,135.468842
医療法人 幸愛会 りかレディースクリニック,561-0802,"大阪府豊中市曽根東町1-2-1
阪急曽根ビル2階",06-6850-3339,https://www.n-clinic.net,有,"月・火・水・金・土9：00～12：00
月・火15：30～18：30
水・金16：00～19：30
(変更があるかもしれないので事前にwebで確認して欲しい）",有,大阪府,豊中市,34.773243,135.467667
医療法人 うめかげレディースクリニック,561-0851,大阪府豊中市服部元町1-1-7,06-4866-2323,https://umekage-ladys-clinic.jp/,有,"月-土9：00～12：30
月・火・水・金17：00～19：30
土16：00～18：00",有,大阪府,豊中市,34.763165,135.475342
あかりクリニック,561-0884,大阪府豊中市岡町北３丁目１－２２,06-6852-1050,http://akari-cl.jp,有,"月-土9：00～13：00
月・火・木・金14：00～18：00
土14：00～16：00",有,大阪府,豊中市,34.780331,135.464188
田坂クリニック 産婦人科・内科,560-0082,"大阪府豊中市新千里東町1丁目4番2号
千里ライフサイエンスビル10階",06-6832-1200,http://tasaka-clinic.com,有,"月-土9：30～12：30
月・火・木・金17：00～19：30",有,大阪府,豊中市,34.812054,135.496002
医療法人 ひまわり 矢吹産婦人科 庄内クリニック,561-0832,大阪府豊中市庄内西町4-3-2,06-6332-3970,http://yabuki.or.jp,有,"月・火・木・金・土9：30～12：00
月・火・木・金17：00～18：30",有,大阪府,豊中市,34.746532,135.475372
医療法人 ひまわり 矢吹産婦人科 少路クリニック,560-0004,大阪府豊中市少路2-9-20,06-6850-0909,http://hopital-yabuki.com,有,"月・火・水・木・金・土9：30～12：00
月・木・金15：00～17：00",有,大阪府,豊中市,34.805069,135.472214
医療法人成育会なりもとレディースホスピタル,573-0032,大阪府枚方市岡東町14番28号,072-861-1103,https://narimoto-lh.com/,有,24時間 ※但し当院の受診歴がある方,有,大阪府,枚方市,34.813805,135.647934
医療法人愛成会 愛成クリニック,573-0048,大阪府枚方市山之上西町３２番１５号,072-845-0888,www.aisei-c.jp,有,月木金13:30-15:30 要予約,有,大阪府,枚方市,34.801819,135.64505
イワサクリニック,573-0086,大阪府枚方市香里園町9-22,072-831-1666,http://www.iwasaclinic.com,有,"平日 9:00∼20:00
土 9:00∼12:00",有,大阪府,枚方市,34.785618,135.632431
医療法人恒遠産婦人科,573-0164,大阪府枚方市長尾谷町3-18-22,072-851-0303,,有,"月･火･水･金･土 9:00～12:00
月・水・金 17:30～19:30",有,大阪府,枚方市,34.823036,135.70253
折野産婦人科,573-1111,大阪府枚方市楠葉朝日3-6-28,072-857-0243,orinosan.com,有,"月～土： 9:00～12:00
月・金：17:00～19:00",有,大阪府,枚方市,34.860046,135.686371
冨沢産婦人科こどもクリニック,573-1192,大阪府枚方市西禁野2-8-9,072-847-7129,http://tomizawaclinic-jp,有,"月・火 10:00∼12：00
水～金 9:00～12:00
月・水・金 17:00～20:00",有,大阪府,枚方市,34.821613,135.651901
のだ女性クリニック,573-0032,"大阪府枚方市岡東町14-48
山口ビル４階",072-843-3267,https://noda-womens-cl.com,有,"月・火・水・金 9:00～12:00 15:00～17:30
土 9:00～12:30",有,大阪府,枚方市,34.814369,135.64888
吉田医院,573-0053,大阪府枚方市伊加賀南町5-4,072-841-3103,http://www.yoshidacl.net,有,"平日 9:00～14:00
土 9:00～12:00
月・水・金 18:00～20:00",有,大阪府,枚方市,34.809025,135.640701
医療法人桜花会あきせウィメンズクリニック,573-0024,大阪府枚方市田宮本町9-45,072-861-1703,https://akise-wc.com/,有,"平日9:00～12:30、17:00～20:00
土9:00～12:30、14:00～16:00",有,大阪府,枚方市,34.807159,135.652084
和久田クリニック,573-0084,大阪府枚方市香里ケ丘10-3732-14,072-837-5688,http://wakudaclinic.com,有,"月・火・木・金・土 9:00～12:00
月・火・木・金 16:30～18:30
休診 水・日・土午後",有,大阪府,枚方市,34.785568,135.643982
芦原産婦人科クリニック,573-1141,大阪府枚方市養父西町15‐15,072-857-0010,http://www.ashihara-sanfujinka.com,有,月～土 9:30∼13:00,有,大阪府,枚方市,34.847401,135.671295
"医療法人徳洲会
八尾徳洲会総合病院",581-0011,大阪府八尾市若草町１－１７,072-993-8501,https://www.yao.tokushukai.or.jp/,有,平日 9：00－12：00,有,大阪府,八尾市,34.626957,135.609512
八尾市立病院,581-0069,大阪府八尾市龍華町１－３－１,072-922-0881,http://www.hospital.yao.osaka.jp/,有,他の分娩に支障がなければ24時間,有,大阪府,八尾市,34.620766,135.587952
医療法人 正木産婦人科,581-0831,大阪府八尾市山本町北１－２－２２,072-922-4103,http://www.masakisanfujinka.com/,有,"平日 9:00－13:00
夜診火・水 18:00－20:00
木・日 休診",有,大阪府,八尾市,34.634178,135.619843
きくちレディースクリニック,581-0068,"大阪府八尾市跡部北の町３－１－２６
久宝寺クリニックビル３階",072-928-1880,http://www.kikuchi-ladies-cl.com/index.html,有,"平日 9：00－12：00 17：00－19：00
土 9：00－12：00",有,大阪府,八尾市,34.620983,135.583511
中島産科婦人科,581-0802,大阪府八尾市北本町３－５－８,072-998-8281,http://www.nakajima-lc.com/,有,"月・火・水･金 9:00－12：00 17：00－20：00
土 9：00－12：00",有,大阪府,八尾市,34.634598,135.603226
萩原クリニック,581-0061,大阪府八尾市春日町２－６－９,072-991-1452,https://hagiwaraclinic.amebaownd.com/,有,"平日 9:00－12：30 16：00－18：30
土 9：00－11：30",有,大阪府,八尾市,34.616287,135.593018
医療法人 いとうレディースこどもクリニック,572-0857,大阪府寝屋川市打上中町１３番１号,072-880-1503,"http://www.ito-ladies-and-kodomo-
clinic.com/",有,"月～火・木～土9:30～12:00
月～火・木金17:30～19:30 土12:30～13:30
夜間・休診日も対応可能",有,大阪府,寝屋川市,34.758537,135.654022
中嶋婦人科クリニック,572-0061,大阪府寝屋川市長栄寺町12番12号,072-813-8666,http://nakajima-fujinka.com/,有,"月火木～土9:00～12:00
月～金16:30～19:30",有,大阪府,寝屋川市,34.76643,135.61319
医療法人 西野レディースクリニック,572-0062,大阪府寝屋川市高柳栄町１番４号,072-800-8824,http://www.nishino-ladies-cl.com/,有,"月～水・金～土9:30～12:00
月～水・金16:00～18:30",有,大阪府,寝屋川市,34.765648,135.611145
真野医院,572-0067,大阪府寝屋川市宝町１８－２６,072-838-2320,,有,"月～水・金～土9:00～12:00
月～水・金18:00～20:00",有,大阪府,寝屋川市,34.76585,135.60257
医療法人 柳原医院,572-0043,大阪府寝屋川市錦町１－１,072-826-0476,,有,"月～土9:00～12:30
月水金17:30～19:00",有,大阪府,寝屋川市,34.762653,135.619064
渡辺産婦人科,572-0085,大阪府寝屋川市香里新町１６－１５,072-834-1179,,有,"月～土9:00～12:00
月・水・金16:00～19:00",有,大阪府,寝屋川市,34.786392,135.627716
医療法人桜花会 あきせウィメンズクリニック寝屋川院,572-0084,"大阪府寝屋川市香里南之町20番20号
グランフィール香里園３階302号",072-831-1115,http://neyagawa.akise-wc.com/,有,"月～水・金～土9:00～12:00
月・火・水・金16:00～19:00
土14:00～16:00",有,大阪府,寝屋川市,34.784267,135.630554
堺市立総合医療センター,593-8304,大阪府堺市西区家原寺町1丁1番1号,072-272-1199,http://www.sakai-city-hospital.jp/,有,日曜・祝日 9:00～17:00,有,大阪府,堺市西区,34.537155,135.473618
独立行政法人労働者健康安全機構 大阪労災病院,591-8025,大阪府堺市北区長曽根町1179番地3,072-252-3561,http://www.osakah.johas.go.jp/,有,平日8:15～17:00,無,大阪府,堺市北区,34.57233,135.504929
耳原総合病院,590-8505,大阪府堺市堺区協和町4丁465,072-241-0501,http://www.mimihara.or.jp/sogo/,有,"平日9：00-17：00
土曜日9：00-13：00",有,大阪府,堺市,34.561203,135.47023
吉川病院,591-8046,大阪府堺市北区東三国ヶ丘町4-1-25,072-259-0100,http://www.yoshikawabyouin.com,有,"月曜～土曜 9:00-13:00
月水木金 17:00-19:00
土曜 14:00-17:00",有,大阪府,堺市北区,34.569073,135.50032
池田産婦人科,590-0942,大阪府堺市堺区材木町東3丁1-20,072-228-1319,,有,"月金 9:00～15:00、17:00～19:00
水 9:00～15:00
火土 9:00～12:00",有,大阪府,堺市堺区,34.581703,135.480423
今井医院,591-8037,大阪府堺市北区百舌鳥赤畑町4丁343-5,072-257-1682,,有,"月水金 9:00～12:00、17:00～19:30
火木土 9:00～12:00",有,大阪府,堺市北区,34.557144,135.493195
医療法人赤井マタニティクリニック,590-0103,大阪府堺市南区深阪南167,072-239-5988,akai-maternity.com,有,"平日 9：00～11：45、17:00～19:00
土 9:00～11:45",有,大阪府,堺市南区,34.504768,135.505936
医療法人泉谷診療所,590-0011,大阪府堺市堺区香ヶ丘町1丁8-9,072-227-6011,,有,"月水土 9:00～12:00
但し、土曜日は隔週",無,大阪府,堺市堺区,34.58757,135.492157
医療法人大平産婦人科,590-0141,大阪府堺市南区桃山台4-2-1,072-299-1103,https://www.ohira-ladies.com/,有,"月金 9:00～20:00
火木土 9:00～14:00
水 17:00～19:00",有,大阪府,堺市南区,34.492561,135.48616
医療法人甲潤会八木クリニック,590-0938,大阪府堺市堺区神明町西1丁1-17,072-233-5630,http://yagi-clinic.jp/,有,"月金 9:30～12:30、18:00～20:00
火水金土 9:30～12:30",有,大阪府,堺市堺区,34.585426,135.479507
医療法人甲潤会レディースクリニックやぎ,591-8023,"大阪府堺市北区中百舌鳥町2丁39
クリスタルなかもず4F",072-259-1107,https://lc-yagi.com/,有,"月火水金 9:30～13:00、16:30～17:00
土 9:30～13:00",有,大阪府,堺市北区,34.556477,135.504669
医療法人沈沢医院,590-0974,大阪府堺市堺区大浜北町2丁１の30,072-223-5733,,有,"月水金土 10:00～12:00
月水金 17:00～19:00",有,大阪府,堺市堺区,34.579292,135.463974
医療法人竹山産婦人科,590-0113,大阪府堺市南区晴美台3-1-4,072-292-3500,https://www.takeyama-clinic.or.jp/,有,"6:00～24:00
（電話連絡のうえ対応）",有,大阪府,堺市南区,34.493088,135.53093
医療法人浜中産婦人科,590-0144,大阪府堺市南区赤坂台3-10-5,072-298-3535,https://hamanaka.or.jp/,有,"平日 9：00～12：00
月水金 17:30～19:00
木曜日休診",有,大阪府,堺市南区,34.486385,135.474091
医療法人平治会 KAWAレディースクリニック,590-0116,大阪府堺市南区若松台3-2-3,072-297-2700,http://www.kawa-lc.com/,有,"月～土 9:00～19:30
日 9:00～13:00",有,大阪府,堺市南区,34.490211,135.501328
医療法人ゆうあい会 しんやしき産婦人科,599-8125,大阪府堺市東区西野461番地1,072-239-5571,https://www.shinyashiki.or.jp/,有,"月火水金 9:00～12:00、17:00～19:30
木土 9:00～12:00",有,大阪府,堺市東区,34.521202,135.54213
医療法人雄徳会 たつみクリニック,592-8334,大阪府堺市西区浜寺石津町中1-3-9,072-247-9411,http://www.tatsumiclinic.com/,有,平日 9:00～12:00,無,大阪府,堺市西区,34.560818,135.458099
医療法人和昇会阪本クリニック,599-8126,大阪府堺市東区大美野22-4,072-239-0033,http://sakamoto-clinic.jp/index.html,有,平日 9:00～12:00,有,大阪府,堺市東区,34.523151,135.536987
大槻レディースクリニック,590-0115,大阪府堺市南区茶山台1－2－4 パンジョ西館3Ｆ,072-290-6000,,有,"平日 9:30～12:30、16:00～19:00（水を除く）
土 9:30～12:30",有,大阪府,堺市南区,34.496689,135.513077
小野クリニック,599-8114,大阪府堺市東区日置荘西町1-12-3,072-288-1616,,有,"月火水金 9:00～12:00
火金 17:00～19:00",有（院外処方）,大阪府,堺市東区,34.543442,135.526688
坂本産婦人科,599-8107,大阪府堺市東区白鷺町1-3-7,072-257-3588,無,有,"月～土 10:00～11:50
月火水金 17:00～18:50 日祝休み",有,大阪府,堺市東区,34.549648,135.512756
清水レディースクリニック,590-0024,大阪府堺市堺区向陵中町2丁3番13号,072-250-0511,http://shimizu-clinic.net/,有,"月～土 9:00～12:00
月木 16:30～18:30",有,大阪府,堺市堺区,34.566032,135.494125
たにわレディースクリニック,591-0028,"大阪府堺市堺区三国ヶ丘御幸通２-１
谷和ビル5階",072-233-0080,,有,"月～土 9:00～11:30
月水 17:00～18:30",有,大阪府,堺市,34.572697,135.483536
徳川レディースクリニック,592-8344,"大阪府堺市西区浜寺南町3丁2番1号
浜寺メディカルスクエア302",072-266-3636,https://www.y-tokugawa.com/,有,"月水金 8:00～19:30
火木土 8:00～13:00",有,大阪府,堺市西区,34.537212,135.452728
中産婦人科,591-8043,大阪府堺市北区北長尾町2-4-15,072-252-0634,http://naka-lc.com/,有,"月～土 9:00～12:00
月水金 17:00～19:00",有,大阪府,堺市北区,34.576572,135.500427
典子エンジェルクリニック,591-8002,大阪府堺市北区北花田町3-28-10,072-254-8875,https://www.norikoangelclinic.jp/,有,"月～土 9:00～12:30
月水金 17:00～20:00",有,大阪府,堺市北区,34.585163,135.518646
山手医院,590-0924,大阪府堺市堺区桜之町東1-1-3,072-238-1796,,有,"月 15:00～20:30
水金 15:30～19:00
木土18:00～20:30",有,大阪府,堺市堺区,34.589115,135.483368
山本産婦人科,590-0138,大阪府堺市南区鴨谷台3-6-2,072-299-7767,,有,"平日 9:00～12:00、17:00～19:30
水土 9:00～12:00",有,大阪府,堺市南区,34.470898,135.483093
ルナレディースクリニック,590-0951,大阪府堺市堺区市之町西3丁1-43,072-227-8451,https://lu-na.jp/,有,"平日 10:00～16:00（水以外）
土 10:00～16:00
日 10:00～15:00",有,大阪府,堺市堺区,34.580002,135.472076
