施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
"ともこレディースクリニック表参
道",150-0001,東京都渋谷区神宮前４－１１－６ 表参道千代田ビルＢ２Ｆ,03-5771-3781,https://tomokoclinic.com,有,"月・水・木 9：30-17：00 金 14：0-17：00
土 9：30-13：00 （不定休）",有,東京都,渋谷区,13113,35.66663,139.709961
渋谷橋レディースクリニック,150-0011,東京都渋谷区東３－１５－１２ 第２アワヤビル２Ｆ,03-3409-0609,http://shibuyabashi-ladys.com/,有,"火・水・木 10：00-13：00 14：30-17：00 18：00-21：00
金・土 10：00-13：00 14：30-17：00
日・月・第1金 休診",有,東京都,渋谷区,13113,35.64999,139.709991
酒井医院,164-0003,東京都中野区東中野３－６－１３,03-3371-6730,,有,"平日 8：00-12：00 15：00-19：00
土 8：00-12：00 15：00-18：00",有,東京都,中野区,13114,35.708324,139.681503
白石医院,164-0014,東京都中野区南台２－１８－１０,03-3384-5255,,有,"月・火・木・金 9：00-12：00 15：00-18：00
水・土 9：00-12：00",有,東京都,中野区,13114,35.683224,139.671509
"医療法人社団千房会 新中野
女性クリニック",164-0012,東京都中野区本町４－４８－２３,03-3384-3281,http://www.snwomen.net/,"有
産婦人科","月・火・木・金 10：00-12：30 15：00-19：00
水・土 10：00-12：30",有,東京都,中野区,13114,35.69677,139.668533
山田医院,164-0001,東京都中野区中野２－１４－１７,03-3384-3555,http://www.nakano-med.or.jp,有,"月・火・木・金・土 9：00-12：00
火・金 15：00-17：30",有,東京都,中野区,13114,35.705193,139.669281
牧野産婦人科クリニック,164-0012,東京都中野区本町２－４６－１ サンブライトツイン３Ｆ,03-5350-3521,http://makino-shc.jp/,有,"月・火・水・金 9：30-13：30 16：00-19：00
木・土 9：30-13：30",有,東京都,中野区,13114,35.695965,139.682465
"医療法人社団 けい子レディー
スクリニック表参道",150-0001,東京都渋谷区神宮前５－４５－８ ノースアオヤマ２Ｆ,03-5766-3367,www.keiko-clinic.net,有,"火・水・木・金 10：00-13：15 15：00-18：30
土 10：00-16：00 事前予約",有,東京都,渋谷区,13113,35.66436,139.707932
"医療法人社団ＭＥＤＩＡＧＥ メ
ディアージュクリニック青山",150-0001,東京都渋谷区神宮前５－５１－８ ラ・ポルト青山７Ｆ,03-5464-6110,https://www.mediage-ladies.jp/,有,"平日 11：00-20：00
土・日・祝 11：00-20：00",有,東京都,渋谷区,13113,35.662743,139.709671
医療法人社団 寺内医院,165-0026,東京都中野区新井５－３１－１,03-3386-2267,www.terauchi-iin.com,有,"月・水・金 8：45-11：30 13：45-16：30
木・金 8：45-11：30",有,東京都,中野区,13114,35.716217,139.670166
野原産婦人科クリニック,164-0002,東京都中野区上高田３－３９－１２,03-3386-2525,,"有
産婦人科","平日 9：00-12：00 15：00-18：00
木・土 9：00-12：00",有,東京都,中野区,13114,35.715427,139.671783
川勝医院,165-0026,東京都中野区新井１－３７－３,03-3386-3351,,有,月・火・水・金・土 9：00-12：00,有,東京都,中野区,13114,35.712708,139.666626
"医療法人社団赤恵会 赤川クリ
ニック",167-0043,東京都杉並区上荻１－２４－６,03-3391-6694,http://akagawaclinic.jp,有,"月・水i・木・金 9：00-12：00 15：00-18：00
火・土 9：00-12：00",有,東京都,杉並区,13115,35.706581,139.615799
"医療法人社団杉四会 杉山産
婦人科",156-0041,東京都世田谷区大原１－５３－１,03-5454-8181,,有,"平日 9：00-12：00 14：00-16：00
土 9：00-12：00",有,東京都,世田谷区,13112,35.669197,139.661957
河西産婦人科皮膚科医院,168-0073,東京都杉並区下高井戸５－４－２１,03-3304-3508,http://kawanishi-sanfu.jp/,有,"月・火・水・金・土 9：30-12：30
火・水 14：30-18：30
月・金 14：30-17：00",有,東京都,杉並区,13115,35.671955,139.625
医療法人社団北嶺会 林医院,166-0002,東京都杉並区高円寺北２－３５－１３,03-3338-6826,,有,"月・水・金・土 8：30-11：30
火・木 18：00-19：00",有,東京都,杉並区,13115,35.708176,139.651657
市川クリニック,166-0002,東京都杉並区高円寺北２－４－８,03-3337-2723,,"有
産婦人科",月・水・金 17：30-21：00,有,東京都,杉並区,13115,35.706196,139.650894
"医療法人社団碩和会 下平レ
ディスクリニック",166-0003,東京都杉並区高円寺南１－４－１２,03-5377-0834,https://www.shimodaira-ladies.com/,有,"平日 8：45-18：00
土 8：45-14：00
時間外は緊急電話にて対応可能",有,東京都,杉並区,13115,35.698639,139.660309
医療法人社団 窪田クリニック,166-0002,東京都杉並区高円寺北３－２５－２０ Ｓ・Ｋビル１階,03-6265-5791,www.sugi-kubota.com/,"有
婦人科","平日 10:00-12:40
土 10:00-12:30",有,東京都,杉並区,13115,35.707787,139.649109
アトラスレディースクリニック,166-0002,東京都杉並区高円寺北２－６－４ 泉ビル３Ｆ,03-5327-6710,https://www.atlas-ladies.com,有,"火・水・木・金 10：00-12：30 15：00-18：00
土 10：00-13：30",有,東京都,杉並区,13115,35.706146,139.64975
こみちレディースクリニック,167-0051,東京都杉並区荻窪５－２７－５ 中島第二ビル５Ｆ,03-5335-7575,https://komichi-lc.jp/,"有
婦人科","月・火・木・金 9：00-12：00 15：00-19：00
水 9：00-12：00
土 9：00-13：00",有,東京都,杉並区,13115,35.704098,139.619766
あおきウィメンズクリニック,166-0004,東京都杉並区阿佐谷南１－４８－１０ 高橋ビル３Ｆ,03-5305-3535,http://www.aoki-womens.com/,"有
産婦人科","月・火・木・土 9：00-12：30 14：00-17：00
金 9：00-12：30",有,東京都,杉並区,13115,35.704243,139.636887
"一般財団法人労働衛生協会
高井戸東健診クリニック",168-0072,東京都杉並区高井戸東２－３－１４,03-3331-6823,http://www.rodoeisei.or.jp,有,受付時間 平日 9：00-11：30 14:00-15:00,"有
2回分",東京都,杉並区,13115,35.677917,139.614548
きせきレディースクリニック,168-0065,東京都杉並区浜田山３－３４－３,03-5316-3949,http://www.kiseki-lc.jp,有,"平日 9：00-12：00 15：00-18：00
土 9：00-12：00",有,東京都,杉並区,13115,35.682148,139.626663
"医療法人社団新宿レディースク
リニック会 池袋レディースクリ
ニック",170-0013,東京都豊島区東池袋１－１０－１ 住友池袋駅前ビル３Ｆ,03-6911-1971,https://www.ikebukuro-fujinnka.jp/,"有
産婦人科",平日・土・日・祝 9：30-19：00,有,東京都,豊島区,13116,35.730129,139.714569
"医療法人社団朱紡会 巣鴨レ
ディースクリニック",170-0002,東京都豊島区巣鴨２－５－１２ 真野ビル２Ｆ,03-3916-2262,https://sugamo-lc.jp/,有,"月・木・土 10：00-13：00 15：00-18：00
火 10：00-13：00
金 15：00-19：00",有,東京都,豊島区,13116,35.733738,139.739777
"医療法人社団しらゆき ジャスミ
ンレディースクリニック池袋",170-0013,東京都豊島区東池袋１－２－２ 東池ビル５階,170-0013,https://jlc.tokyo/,有,月・火・水・金・土曜 11:00-14:00 16:00-20:00,有,東京都,豊島区,13116,35.729637,139.713699
"医療法人社団祐喜会 加塚医
院",170-0003,東京都豊島区駒込２－５－５,03-3910-3811,https://www.kazuka.jp/,有,"月・火・木・金 9：30-17：30
土・日・祝 9：30-12：30",有,東京都,豊島区,13116,35.738152,139.746689
"医療法人社団絆 アーバンハイ
ツクリニック",170-0002,"東京都豊島区巣鴨１－１６－２ アーバンハイツ巣鴨Ｂ棟１
階",03-3946-6721,https://www.urban-heights-clinic.jp/,有,月～土 9：00-12：30,有,東京都,豊島区,13116,35.733242,139.739212
まの産婦人科,170-0005,東京都豊島区南大塚２－２５－９ 田口ビル１Ｆ,03-5940-0303,http://mano-sanfujinka.holy.jp,"有
産婦人科","月・水 12：00-19：00
火・土 9：00-14：00
木・金 9：00-19：00","有
5人分",東京都,豊島区,13116,35.726452,139.73024
"医療法人社団 宜興会 西池袋
秀クリニック",171-0021,"東京都豊島区西池袋１－２－１ クリフィックス スクエア２
Ｆ",03-5952-0066,www.syu-clinic.com,有,"月・水・木・土 10：00-13：30 16：00-18：30
日・祝 10：00-13：30 15：00-17：30",有,東京都,豊島区,13116,35.727489,139.709305
"医療法人社団芳精会 ぬかりや
レディスクリニック",171-0022,東京都豊島区南池袋１－１６－２０ ぬかりやビル８Ｆ,03-3971-1131,http://www.nukariya-1c.com,有,"平日9：00-11：30 14：00-17：30
土 9：00-12：30",有,東京都,豊島区,13116,35.726452,139.711548
"医療法人社団雄秀会 池袋クリ
ニック",171-0021,東京都豊島区西池袋２－３５－８,03-3982-6228,https://www.ikecli.com,有,"月・火・木・金 10：00-12：30 15：00-19：00
土 10：00-13：00",有,東京都,豊島区,13116,35.727787,139.706024
クリニカ・アンジェラ,170-0002,東京都豊島区巣鴨２－９－３ 田中ビル３０３,090-9200-8553,,有,"月・火 15：00-19：30
日 12：00-19：30",有,東京都,豊島区,13116,35.734512,139.738205
安康レディースクリニック,171-0014,東京都豊島区池袋２－４２－３ オスカービル２Ｆ,03-3971-3544,www.ankoladies.com,"有
産婦人科","平日 10：00-13：00 15：30-19：00
土 10：-00-14：00",有,東京都,豊島区,13116,35.733452,139.709518
山手大塚レディスクリニック,170-0004,東京都豊島区北大塚２－１３－１ Ｇ・Ｈ・Ｙビル７Ｆ,03-5907-6158,https://www.yamateladies.jp,有,"火 10：00-20：00
水 9：00-19：00
木 10：00-19：00
金 9：00-20：00
土 9：00-18：00",有,東京都,豊島区,13116,35.732189,139.728531
駒込山王クリニック,170-0003,"東京都豊島区駒込１－３７－１０ 駒信インテリジェントビル
ディング１Ｆ",03-6304-1839,www.ksannoh.com,有,"平日 9：30-12：30 15：30-21：00
土 9:00-12:30",有,東京都,豊島区,13116,35.735649,139.748322
"医療法人社団育和会 長橋産
婦人科",171-0051,東京都豊島区長崎２－５－７,03-3959-0351,http://www.e-ladys-climic.com/,有,"月・水・土 9：00-12：30 15：00-18：30
火・金 9：00-12：30",有,東京都,豊島区,13116,35.727932,139.689697
"医療法人社団白ゆり会 しのざ
きクリニック",171-0051,東京都豊島区長崎５－１－３１ 豊島ハイツ２０１,03-5966-2249,,有,"火・木・金 12：30-18：00
水 15：00-19：00
土 10：00-12：30",有,東京都,豊島区,13116,35.73093,139.683319
"医療法人社団愛慈会松本レ
ディースリプロダクションオフィス",170-0013,東京都豊島区東池袋１－４１－７ 池袋東口ビル７階,03-6907-2555,,有,,有,東京都,豊島区,13116,35.7314,139.712708
板橋医院,114-0023,東京都北区滝野川７－８－１２,03-3916-5670,http://itabashi-iin.com/,有,"月・火・水・木・金 9：00-12：00
月・火・水・金 15：00-19：00
木 15：30-19：00",有,東京都,北区,13117,35.745441,139.720886
赤羽駅前女性クリニック,115-0045,東京都北区赤羽１－１３－１ ミドリヤビル４Ｆ,03-6903-9090,https://akabane-ekimaecl.com,有,"平日 9：20-18：00
土 9：20-14：00",有,東京都,北区,13117,35.779297,139.721588
スワンレディースクリニック,114-0002,東京都北区王子４－２７－７,03-5944-6028,http://www.swan-lc.com/clinic.html,有,"月・水・土 9：00-11：30 13：00-15：30
火・木・金 9：00-11：30",有,東京都,北区,13117,35.762691,139.738007
"医療法人社団生和会 赤羽レ
ディースクリニック",115-0045,東京都北区赤羽２－１３－１ 花川ビル２Ｆ,03-5249-5651,http://www.akabaneladys.jp/,有,"月・火・木・金 9：00-19：00
水・土 9：00-13：00",有,東京都,北区,13117,35.779442,139.724121
"医療法人社団愛由会 中野レ
ディースクリニック",114-0002,東京都北区王子２－３０－６ 末永ビル３Ｆ,03-5390-6030,https://nakano-ladies.com/,有,"月・火・木 9：30-12：30 14：30-18：00
金 9：30-12：30
土9：30-12：30 14：00-17：00",有,東京都,北区,13117,35.757038,139.737656
岩瀬クリニック,114-0013,東京都北区東田端１－１４－１ 田端クリニックモール４Ｆ,03-3809-6555,www.iwase-clinic.com,有,"月・火・水・金 9：00-12：00 16：00-18：30
土 9：00-12：00",無,東京都,北区,13117,35.739494,139.76207
女性とこころのクリニック,116-0001,"東京都荒川区町屋１－１－９ メディカルセンターＭｅｄｉｕｍ
町屋４Ｆ",03-5855-1233,www.josei-kokoro.jp,有,月・水・木・金 10：00-13：00 15：00-18：30,有,東京都,荒川区,13118,35.743229,139.781281
あらかわレディースクリニック,116-0001,東京都荒川区町屋１－８－８,03-6807-8867,http://www.arakawalc.jp,有,"月・水・木・金 9：00-17：00
火・土 9：00-12：00",有,東京都,荒川区,13118,35.745827,139.782745
吉田医院,116-0014,東京都荒川区東日暮里４－３６－２３ 吉田ビル２Ｆ,03-3891-5760,http://www.yoshida-iin.net/,有,平日 8：30-16：00,有,東京都,荒川区,13118,35.725662,139.779022
"医療法人社団 加藤産婦人科
医院",116-0001,東京都荒川区町屋２－９－２１,03-3895-3521,https://kato-gyne.gr.jp/,有,"月・火・木・金 9：00-18：00
水・土 9：00-12：00",有,東京都,荒川区,13118,35.743908,139.779663
宇津野レディスクリニック,116-0003,東京都荒川区南千住４－７－１ ビビ南千住３Ｆ,03-3803-4107,http://utsuno.info/,有,"平日 10：00-19：00
土 10：00-17：00",有,東京都,荒川区,13118,35.735828,139.801926
"医療法人社団秀洋会 白十字
診療所",116-0013,東京都荒川区西日暮里２－１９－１０ 日暮里ＫＳビル３階,03-3802-3911,www.hakujuji-clinic.com,"有
産婦人科","平日 9：00-14：30 17：00-19：30
土 9：00-12：00",有,東京都,荒川区,13118,35.727901,139.771759
"医療法人社団順風会 高島平
クリニック",175-0082,東京都板橋区高島平１－１２－１１ １．２．３Ｆ,03-3936-4164,http://takashimadaira-clinic.jp/,有,"月・火・水・金 9：00-18：00
土 9：00-17：00",有,東京都,板橋区,13119,35.782795,139.666519
渡辺産婦人科医院,175-0082,東京都板橋区高島平２－３－１４,03-5399-3008,http://watanabe-sanfu-clinic.com/index.html,有,"月火木金 9時から12時、14時30分から17時
土 9時から12時",有,東京都,板橋区,13119,35.782486,139.663757
"医療法人社団 みえこ女性クリ
ニック",173-0005,東京都板橋区仲宿６４－６ コスモ和光Ｖ２Ｆ,03-5943-1123,http://www.mieco-clinic.com,有,"月・木・金 13：00-19：00
火 14：00-20：00
水 16：00-20：00
土 13：00-17：00",有,東京都,板橋区,13119,35.751926,139.71019
斎藤医院,176-0004,東京都練馬区小竹町２－８－８,03-3955-3511,,有,"月・火・水・金・土 9：00-11：30
月・火・水・金 17：00-19：00",有,東京都,練馬区,13120,35.743053,139.678558
"医療法人社団健晟会 扇内医
院",176-0024,東京都練馬区中村３－４－１８,03-3990-2111,http://www.ogiuchi.com,有,"平日 9：30-12：30 14：00-17：30
土 9：30-12：30
１２月より平日 9：30-12：30 14：00-18：30",有,東京都,練馬区,13120,35.733112,139.641403
"医療法人社団養生会 赤松レ
ディスクリニック",176-0002,東京都練馬区桜台３－４１－１４,03-3991-8854,www.akamatsu-clinic.com,有,"平日 8：30-18：00
土 8：30-12：00",有,東京都,練馬区,13120,35.747314,139.662979
"医療法人社団憲信会 関根ウィ
メンズクリニック",179-0085,東京都練馬区早宮２－２４－１０,03-3931-5588,http://www.sekine-clinic.or.jp,"有
産婦人科","平日 8：30-17：30
土 8：30-13：00",有,東京都,練馬区,13120,35.754559,139.649841
"医療法人社団向笑会 花岡由
美子女性サンテクリニック",178-0063,東京都練馬区東大泉５－２９－８,03-5947-3307,,有,月・火・木・金・土 9：30-12：00 15：00-18：00,有,東京都,練馬区,13120,35.746773,139.586304
たかみクリニック,176-0001,東京都練馬区練馬４－１０－１０,03-5984-5122,http://takami-cl.jp/,有,"平日 9：00-12：30 15：30-19：00
土 9：00-12：30",有,東京都,練馬区,13120,35.741879,139.647461
ウィート女性クリニック北千住,120-0034,東京都足立区千住２－１８ 為静ビル２Ｆ,03-3888-1001,https://www.wonens-kitasenju.net,有,"平日 9：30-17：00
土（第2・4） 9：30-13：00",有,東京都,足立区,13121,35.749676,139.80101
"医療法人社団向仁会 真島クリ
ニック",123-0852,東京都足立区関原１－２１－２,03-3849-4127,majimacl.@xqj.biglobe.ne.jp,有,"月・火・木・金 9：00-12：00 15：00-17：00
土 9：00-12：00",有,東京都,足立区,13121,35.764233,139.788055
小金井クリニック,121-1210,東京都足立区入谷１－１０－２１,03-3855-5211,,有,"月・火・水・金 9：00-12：00 14：00-17：00
土 9：00-12：00","無
調剤薬局へ依頼の為",東京都,足立区,13121,35.802498,139.769211
"医療法人社団なずな会 池上レ
ディースクリニック",121-0823,東京都足立区伊興５－６－８,03-5838-0228,http://www.ikegami-lady.com,有,"月・火・木・金 9：00-12：00 14：00-17：00
水・土 9：00-12：00",有,東京都,足立区,13121,35.799835,139.782272
矢追医院,123-0872,東京都足立区江北２－３３－６,03-3890-3387,http://www.yaoi.org,有,"月 9：30-17：00
火・木 9：30-18：00
土 12：00-19：30
日・祝０：00-17：30",有,東京都,足立区,13121,35.770073,139.762894
医療法人社団 長門クリニック,120-0002,東京都足立区中川２－５－８,03-3605-3131,https://www.nagato-clinic.or.jp/,有,"平日 9：00-16：00
土 9：00-15：00",有,東京都,足立区,13121,35.768375,139.854446
"くすの木レディースクリニック北
千住",120-0034,東京都足立区千住3-1 藤田ビル２階,03-6806-2500,www.kusunoki.tokyo,有,"平日 9:30-17:30
土 9:30-17:30",有,東京都,足立区,13121,35.75119,139.800262
"医療法人社団慶暢会 中村医
院",124-0024,東京都葛飾区新小岩２－３５－４,03-3654-9237,,有,"月・火・水・金 9：00-12：30 14：00-18：00
土 9：00-12：30","有
数人分",東京都,葛飾区,13122,35.714954,139.862656
"医療法人社団聖マリア会 東京
フェリシアレディースクリニック",124-0012,東京都葛飾区立石８－９－６,03-3691-9931,https://www.tokyo-felicia.com/,有,"月・火・水・金 9：00-12：30 15：30-18：00
木 9：30-12：30
土 9：00-13：00",有,東京都,葛飾区,13122,35.738453,139.852051
"佐久間レディース＆ファミリアク
リニック",124-0006,東京都葛飾区堀切２－５４－１６,03-3691-0371,https://sakuma-ladies.com/,有,"月・火・木・金 9：00-13：00 16：00-18：00
土 9：00-13：00 15：00-17：00",有,東京都,葛飾区,13122,35.745178,139.829254
"医療法人社団慶風会 増田産
婦人科",125-0041,東京都葛飾区東金町１－１３－５,03-3607-1519,www.masudasanfujinka.jp,有,"月・火・水・木・金・土 9：00-11：30
月・火・木・金 13：00-15：30
月・水・金 18：00-19：00",有,東京都,葛飾区,13122,35.770927,139.86792
小宅産婦人科医院,125-0031,東京都葛飾区西水元１－２９－１７,03-3609-0415,,"有
産婦人科",月・火・木・金 9：00-12：30 15：00-17：50,有,東京都,葛飾区,13122,35.781818,139.85321
"医療法人社団晃母会 らいおん
ハートクリニック",132-0034,東京都江戸川区小松川２－８－１,03-5875-2830,kobokai@lion-clinic.com,"有
婦人科","火 9：00-12：00 15：00-18：00
金 15：00-16：30",有,東京都,江戸川区,13123,35.696606,139.851898
太田医院,132-0025,東京都江戸川区松江３－１９－１７,03-3656-1450,,有,"月・火・水・金 9：00-13：00 14：30-18：20
土 9：00-13：00",有,東京都,江戸川区,13123,35.695061,139.869995
葛西産婦人科,134-0084,東京都江戸川区東葛西６－８－６,03-3686-0311,gt-kasai@sea.plala.or.jp,有,"月・火・水・金 9：00-11：50 14：00-16：00
土 9：00-11：50",有,東京都,江戸川区,13123,35.661526,139.874283
"医療法人社団聖育会 三枝産
婦人科医院",134-0088,東京都江戸川区西葛西３－１８－１,03-3680-3003,http://www.saigusa.or.jp/,有,24時間対応,有,東京都,江戸川区,13123,35.666172,139.857605
"医療法人社団清雅会 清水産
婦人科クリニック",132-0035,東京都江戸川区平井６－２－３０,03-3613-5555,http://www.shimizuclinic.net/,有,"平日 8：40-16：30
土 8：40-11：30",有,東京都,江戸川区,13123,35.704475,139.837418
新クリニック,193-0931,東京都八王子市台町２－１６－８,042-621-6203,https://www.nhlclinic.com/,有,"月・火・金 9：00-12：00 15：00-18：00
水 9：00-11：00
土 9：00-12：00 15：00-17：00",有,東京都,八王子市,13201,35.651814,139.319458
"医療法人社団陽晃会 はぎの
医院",192-0066,東京都八王子市本町１１－６－１Ｆ,042-622-2206,,有,"火・水・金 9：00-12：00 14：00-17：00
土 9：00-12：00",有,東京都,八王子市,13201,35.661648,139.332932
京王産婦人科クリニック,193-0833,東京都八王子市めじろ台２－１９－４,042-664-3511,http://keiosanfujinka.com/,有,"月・火・木・金 9：20-13：00 15:00-18：00
土 9：20-13：：00",有,東京都,八王子市,13201,35.642258,139.308411
"医療法人社団宥和会 南大沢
婦人科ヒフ科クリニック",192-0364,東京都八王子市南大沢２－２７ フレスコ南大沢４Ｆ,042-674-0855,http://www.fujinkahifuka.jp,有,"月・火・木・金 9：30-13：00 14：30-18：00
土 9：30-13：：00",有,東京都,八王子市,13201,35.611881,139.379471
山田ウイメンズクリニック,192-0046,"東京都八王子市明神町３－２５－７ グランデュールマン
ション１Ｆ",042-648-0870,https://yamada-womensclinic.com/,有,"平日 9：20-12：30 15：00-18：00
土 9：20-12：30",有,東京都,八王子市,13201,35.656654,139.344574
まるはし女性応援クリニック,190-0012,東京都立川市曙町２－９－４ 野口ビル３Ｆ,042-512-8736,http://www.marugyne.com,有,"月・火・水・木 11：00-13：30 16：00-19：00
日 11：00-15：00",有,東京都,立川市,13202,35.701286,139.415482
こむかい産婦人科,190-0022,東京都立川市錦町２－３－３０,042-525-3524,https://www.komukai.net/,有,"月・火・水・木 9：00-12：00 13：30-15：30 17：00-18：00
土 9：00-12：00 13：30-15：30",有,東京都,立川市,13202,35.695164,139.416946
医療法人社団 泉医院,190-0012,東京都立川市曙町２－１４－１６ 住生ＡＳＫビル１階,042-522-2233,http://www.izumi-iin.com,有,"月・火・木・金 9：00-12：00 15：00-18：30
土 9：00-13：00",有,東京都,立川市,13202,35.700092,139.41568
"医療法人社団正裕会 井上レ
ディースクリニック",190-0013,東京都立川市富士見町１－２６－９,042-529-0111,http://www.inoue-ladies.jp,有,"月・水・金 9：00-12：00 15：00-18：00
火・木・土 9：00-12：00",有,東京都,立川市,13202,35.69957,139.394531
毛利もとこ女性クリニック,190-0023,"東京都立川市柴崎町２－１－８ 立川駅南口メディカル
モール２Ｆ",042-540-3300,https://www.josei-clinic.info/,有,"月・火・木・金 9：30-12：30 15：00-18：30
土 9：30-15：00",有,東京都,立川市,13202,35.697544,139.411255
"武蔵境いわもと婦人科クリニッ
ク",180-0023,東京都武蔵野市境南町３－１４－６ 山桃ビル２Ｆ,0422-31-3737,https://www.iwa-cl.jp/,有,"月・水・金 10：00-14：00 16：00-20：00
火 10：00-14：00 16：00-18：30
木 10：00-14：00
土 10：00-13：00 14：00-17：00",有,東京都,武蔵野市,13203,35.698975,139.541306
むさしのレディースクリニック,180-0022,東京都武蔵野市境１－４－３ ヒルズＫ１Ｆ,0422-38-6340,https://musashino-ladies.jp/,有,"月・火・水・金 9:30-12:00 15：30-19：00
土 9：30-12：30",有,東京都,武蔵野市,13203,35.703846,139.544754
"みたか北口ゆきレディスクリニッ
ク",180-0006,東京都武蔵野市中町１－１７－２ ステラ武蔵野３Ｆ,0422-56-7177,https://mkyuki-lc.jp,有,"平日 9：30-13：00 15：00-18：30
土 9：30-13：00",有,東京都,武蔵野市,13203,35.704288,139.561295
"医療法人社団友久会 池下レ
ディースクリニック吉祥寺",180-0004,"東京都武蔵野市吉祥寺本町１－２３－１ ＫＳ２３ビル６・７
Ｆ",0422-27-2965,http://www.ikeshita-clinic.com/kichijoji/,有,"平日 9：00-19：00
土 9：00-14：00",有,東京都,武蔵野市,13203,35.703903,139.581497
おおやクリニック,180-0022,東京都武蔵野市境２－８－３,0422-51-3001,https://www.ooya-clinic.com,有,"月・火・水・木・金・土 9：00-12：00
月・水 15：00-18：00
火・金 15：00-19：00",有,東京都,武蔵野市,13203,35.704563,139.541962
"医療法人社団アソシア会 吉祥
寺レディースクリニック",180-0003,"東京都武蔵野市吉祥寺南町２－６－１０ 富士パームビル
５Ｆ",0422-40-1770,,"有
婦人科","平日 10：00-13：00 15：00-18：30
土 10：13：00",有,東京都,武蔵野市,13203,35.701691,139.581146
佐々木産婦人科,180-0022,東京都武蔵野市境４－１０－８,0422-54-9311,www.sasakisanfujinka.com/,有,"月・火・水・金 9：00-12：00 15：00-18：00
土 9：00-12：00",有,東京都,武蔵野市,13203,35.708164,139.539749
吉祥寺南町診療所,180-0003,東京都武蔵野市吉祥寺南町２－５－３,0422-49-9820,http://www.kichinan.com/clinic/,"有
産婦人科","月・火・木・金 9：30-12：30
月・木・金・土 15：00-17：00
月・水・木・金 19：30-20：00",有,東京都,武蔵野市,13203,35.702198,139.582016
"医療法人社団テンジン 三鷹レ
ディースクリニック",181-0013,"東京都三鷹市下連雀３－３１－４ ライオンズマンション １
Ｆ",0422-70-1150,mitaka-ladies@aurora.ocn.jp,有,"月・火・木・金 10：00-13：00 15：00-18：00
土 10：00-13：00",有,東京都,三鷹市,13204,35.697887,139.561066
レディースクリニックりゅう,180-0023,"東京都武蔵野市境南町２－１２－２ 武蔵野エイトマンショ
ン１・２Ｆ",0422-32-2055,,有,"平日 10：00-13：00 15：00-19：00
土 10：00-13：00 15：00-17：00
日 第2・第4 10：00-13：00",有,東京都,武蔵野市,13203,35.699097,139.545242
"医療法人社団聡仁会 スマイル
レディースクリニック",180-0003,東京都武蔵野市吉祥寺南町２－３８－７,0422-76-8656,http://smile-ladies.jp/,有,"平日9:30-12:30,16:00-19:30
土曜9:30-14-30",有,東京都,武蔵野市,13203,35.70335,139.586273
"医療法人社団久優会 フェリー
チェレディースクリニック吉祥寺",180-0004,東京都武蔵野市吉祥寺本町１－１２－２ ＨＩＮＯビル２Ｆ,0422-22-6878,https://felice.or.jp/,有,"月・火・木・土 10：00-13：00 15：00-18：00
金 10：00-13：00 16：00-19：00",有,東京都,武蔵野市,13203,35.705643,139.580856
"医療法人社団恵成 しおかわレ
ディースクリニック",180-0004,東京都武蔵野市吉祥寺本町２－１０－１０ ファロビル３Ｆ,0422-21-1567,http://www.shiokawalc.com,有,"月・火・水・金 9：00-13：00 15：30-19：00
木 15：30-19：00
土 9：00-13：00 15：30-17：00",有,東京都,武蔵野市,13203,35.704243,139.577118
村越レディースクリニック,181-0013,東京都三鷹市下連雀３－７－２８ ラ・プルミエール村越１Ｆ,0422-29-8225,http://murakoshi-lc.com/,有,"月・水・木・金 9：00-13：00 15：00-19：00
火 9：00-13：00
土 9：00-14：00",有,東京都,三鷹市,13204,35.701679,139.563629
"医療法人社団 山田えいこレ
ディースクリニック",181-0013,東京都三鷹市下連雀３－２４－７ 平嶺ビル２Ｆ,0422-26-7525,http://www2.ocn.ne.jp/eikolady/,"有
産婦人科","月・水 9：00-11：30 15：00-17：30
火・金 9：00-11：30 15：00-16：30
土 9：00-11：30",有,東京都,三鷹市,13204,35.701733,139.561844
医療法人社団 新町クリニック,198-0024,東京都青梅市新町３－５３－５,0428-31-5377,www.shinmachi-cl.com,有,平日 9：30-15：30,有,東京都,青梅市,13205,35.781902,139.301483
"医療法人社団 林レディースク
リニック",198-0042,東京都青梅市東青梅３－８－８,0428-20-1887,http://www.hayashi-lc.ome.tokyo.jp,"有
産婦人科","月・火・木・金 8：30-17：00
土 8：30-12：30",有,東京都,青梅市,13205,35.78899,139.276138
貝原レディースクリニック,183-0055,"東京都府中市府中町２－５－８ Ｇｒａｃｅ Ｃｏｕｒｔ Ｆｕｃｈｕｅ
ｋｉｍａｅ１０１",042-352-8341,http://www.kaibara-ladies.com/,有,"月・火・木・金 11：00-13：00 15：00-19：00
水・土 11：00-13：00",有,東京都,府中市,13206,35.671833,139.483368
"医療法人社団均禮会 府中の
森 土屋産婦人科",183-0055,東京都府中市府中町３－１０－９,042-351-3748,www.tsuchiyaclinic.com/,有,"月・火・木・金 8：45-12：30 14：30-16：30
水 8：45-12：30
土 8：45-13：30",有,東京都,府中市,13206,35.676659,139.485519
